ColorCombinationID,PrimaryColor,SecondaryColor,AccentColor,Mood,MoodIntensity,Description
882,Silver,Blue,Dark Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
883,Beige,Light Blue,Black,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
884,Purple,White,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
885,Red,Dark Blue,Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
886,Green,Orange,Grey,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
887,Pink,Beige,Black,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
888,Orange,Light Blue,Pink,Happy,9,Bright colors like yellow are often linked to happiness.
889,Red,Black,Light Blue,Calm,8,Cool colors promote calmness and relaxation.
890,Yellow,Black,Silver,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
891,Brown,Purple,Pink,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
892,Beige,Beige,Brown,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
893,Blue,Yellow,Grey,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
894,Black,White,Silver,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
895,White,Grey,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
896,Beige,Orange,Blue,Calm,8,Cool colors promote calmness and relaxation.
897,Green,Blue,Yellow,Calm,8,Cool colors promote calmness and relaxation.
898,Orange,Pink,Dark Blue,Calm,8,Cool colors promote calmness and relaxation.
899,Red,Purple,Green,Happy,9,Bright colors like yellow are often linked to happiness.
900,Orange,Purple,Orange,Neutral,5,Neutral tones provide balance without strong mood influence.
901,Black,Red,Beige,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
902,Beige,Beige,Pink,Bold,9,"Strong contrasts create a bold, intense impression."
903,Orange,Orange,Green,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
904,Grey,Yellow,Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
905,Red,Yellow,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
906,Pink,Orange,Silver,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
907,Light Blue,Dark Blue,Pink,Bold,9,"Strong contrasts create a bold, intense impression."
908,Dark Blue,White,Green,Calm,8,Cool colors promote calmness and relaxation.
909,Orange,Black,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
910,Green,White,Brown,Energetic,7,Red is vibrant and associated with high energy.
911,Orange,Yellow,Beige,Happy,9,Bright colors like yellow are often linked to happiness.
912,Orange,Beige,Blue,Bold,9,"Strong contrasts create a bold, intense impression."
913,Dark Blue,Black,Brown,Energetic,7,Red is vibrant and associated with high energy.
914,Black,Orange,Silver,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
915,Beige,White,Grey,Energetic,7,Red is vibrant and associated with high energy.
916,Green,Brown,Dark Blue,Energetic,7,Red is vibrant and associated with high energy.
917,Dark Blue,Orange,Green,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
918,Dark Blue,Beige,White,Bold,9,"Strong contrasts create a bold, intense impression."
919,Silver,Grey,Grey,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
920,Pink,Beige,Dark Blue,Happy,9,Bright colors like yellow are often linked to happiness.
921,Brown,Yellow,Black,Energetic,7,Red is vibrant and associated with high energy.
922,Purple,Blue,Pink,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
923,Black,Black,Pink,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
924,Brown,Pink,Brown,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
925,Silver,White,Yellow,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
926,Orange,Grey,Red,Energetic,7,Red is vibrant and associated with high energy.
927,Pink,Grey,Orange,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
928,Orange,Blue,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
929,Dark Blue,White,Brown,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
930,Red,Red,Beige,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
931,Beige,Pink,Orange,Happy,9,Bright colors like yellow are often linked to happiness.
932,Purple,Black,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
933,Silver,Black,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
934,Yellow,Pink,Purple,Neutral,5,Neutral tones provide balance without strong mood influence.
935,Silver,Yellow,Black,Energetic,7,Red is vibrant and associated with high energy.
936,Black,Purple,Orange,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
937,Red,Light Blue,Red,Calm,8,Cool colors promote calmness and relaxation.
938,Purple,Dark Blue,Brown,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
939,Orange,Purple,Blue,Calm,8,Cool colors promote calmness and relaxation.
940,Yellow,Light Blue,Pink,Happy,9,Bright colors like yellow are often linked to happiness.
941,Brown,Dark Blue,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
942,Beige,Orange,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
943,Brown,Red,Brown,Neutral,5,Neutral tones provide balance without strong mood influence.
944,Blue,Brown,Silver,Calm,8,Cool colors promote calmness and relaxation.
945,Light Blue,Orange,Green,Neutral,5,Neutral tones provide balance without strong mood influence.
946,Light Blue,Red,Yellow,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
947,Blue,Grey,Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
948,Purple,Yellow,Orange,Happy,9,Bright colors like yellow are often linked to happiness.
949,Black,Yellow,Beige,Energetic,7,Red is vibrant and associated with high energy.
950,Silver,Green,Grey,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
951,White,Blue,White,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
952,Dark Blue,Dark Blue,Beige,Calm,8,Cool colors promote calmness and relaxation.
953,Silver,Red,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
954,White,Yellow,Purple,Bold,9,"Strong contrasts create a bold, intense impression."
955,Purple,Blue,Brown,Happy,9,Bright colors like yellow are often linked to happiness.
956,Purple,Green,Brown,Neutral,5,Neutral tones provide balance without strong mood influence.
957,Brown,Blue,Light Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
958,Silver,Light Blue,Red,Energetic,7,Red is vibrant and associated with high energy.
959,Yellow,Orange,Pink,Energetic,7,Red is vibrant and associated with high energy.
960,Green,Green,White,Energetic,7,Red is vibrant and associated with high energy.
961,Grey,Black,Purple,Energetic,7,Red is vibrant and associated with high energy.
962,Yellow,Pink,White,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
963,Green,White,Orange,Neutral,5,Neutral tones provide balance without strong mood influence.
964,Black,Grey,White,Energetic,7,Red is vibrant and associated with high energy.
965,Dark Blue,Red,Black,Happy,9,Bright colors like yellow are often linked to happiness.
966,Brown,Orange,Green,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
967,Grey,Dark Blue,Red,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
968,White,Grey,Beige,Calm,8,Cool colors promote calmness and relaxation.
969,Light Blue,Light Blue,Purple,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
970,Light Blue,Blue,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
971,Brown,Orange,Pink,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
972,Blue,Red,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
973,Light Blue,Yellow,Pink,Bold,9,"Strong contrasts create a bold, intense impression."
974,Blue,Blue,Green,Neutral,5,Neutral tones provide balance without strong mood influence.
975,Yellow,Dark Blue,Red,Happy,9,Bright colors like yellow are often linked to happiness.
976,Dark Blue,Grey,Yellow,Happy,9,Bright colors like yellow are often linked to happiness.
977,Blue,Black,Silver,Energetic,7,Red is vibrant and associated with high energy.
978,Purple,Green,Brown,Neutral,5,Neutral tones provide balance without strong mood influence.
979,Yellow,Brown,Grey,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
980,Purple,Purple,Orange,Bold,9,"Strong contrasts create a bold, intense impression."
981,Blue,White,Orange,Happy,9,Bright colors like yellow are often linked to happiness.
982,Purple,Dark Blue,Pink,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
983,Green,Blue,Dark Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
984,Green,Pink,Orange,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
985,Green,Green,Purple,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
986,Grey,Light Blue,Purple,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
987,Green,Pink,Beige,Energetic,7,Red is vibrant and associated with high energy.
988,Pink,Grey,Light Blue,Energetic,7,Red is vibrant and associated with high energy.
989,Silver,Red,Dark Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
990,Light Blue,Blue,Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
991,Beige,Green,Red,Calm,8,Cool colors promote calmness and relaxation.
992,Beige,Silver,Silver,Bold,9,"Strong contrasts create a bold, intense impression."
993,Green,Pink,Purple,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
994,Dark Blue,Yellow,Silver,Happy,9,Bright colors like yellow are often linked to happiness.
995,Brown,Purple,Red,Bold,9,"Strong contrasts create a bold, intense impression."
996,Dark Blue,Yellow,Light Blue,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
997,Green,Red,Grey,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
998,Brown,Green,White,Happy,9,Bright colors like yellow are often linked to happiness.
999,Black,Silver,Purple,Energetic,7,Red is vibrant and associated with high energy.
1000,Orange,Beige,Silver,Calm,8,Cool colors promote calmness and relaxation.
1001,Yellow,Blue,Silver,Neutral,5,Neutral tones provide balance without strong mood influence.
1002,Grey,White,Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1003,Blue,Silver,Dark Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1004,Purple,Dark Blue,Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1005,Beige,Dark Blue,Pink,Happy,9,Bright colors like yellow are often linked to happiness.
1006,Black,Pink,Black,Energetic,7,Red is vibrant and associated with high energy.
1007,Silver,Silver,Yellow,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1008,Yellow,Brown,Yellow,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1009,Beige,Pink,Brown,Happy,9,Bright colors like yellow are often linked to happiness.
1010,Light Blue,Grey,Red,Neutral,5,Neutral tones provide balance without strong mood influence.
1011,Purple,White,Silver,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1012,Blue,Blue,Pink,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1013,Beige,Beige,White,Neutral,5,Neutral tones provide balance without strong mood influence.
1014,Dark Blue,Silver,Green,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1015,Dark Blue,Blue,Purple,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1016,Yellow,Silver,Silver,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1017,White,White,Blue,Energetic,7,Red is vibrant and associated with high energy.
1018,Blue,Purple,Pink,Energetic,7,Red is vibrant and associated with high energy.
1019,Black,Green,Pink,Bold,9,"Strong contrasts create a bold, intense impression."
1020,Brown,Silver,Red,Calm,8,Cool colors promote calmness and relaxation.
1021,Brown,Yellow,Beige,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1022,Dark Blue,Brown,Green,Energetic,7,Red is vibrant and associated with high energy.
1023,Black,Beige,Dark Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1024,Pink,Dark Blue,Pink,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1025,Green,Yellow,Yellow,Calm,8,Cool colors promote calmness and relaxation.
1026,Silver,Silver,Green,Calm,8,Cool colors promote calmness and relaxation.
1027,Black,Red,Orange,Calm,8,Cool colors promote calmness and relaxation.
1028,Blue,White,Blue,Neutral,5,Neutral tones provide balance without strong mood influence.
1029,Light Blue,Dark Blue,Silver,Energetic,7,Red is vibrant and associated with high energy.
1030,Dark Blue,Brown,Dark Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1031,Yellow,White,Red,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1032,Dark Blue,Silver,Light Blue,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1033,Light Blue,Blue,Red,Happy,9,Bright colors like yellow are often linked to happiness.
1034,Orange,Pink,Grey,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1035,Blue,Green,White,Happy,9,Bright colors like yellow are often linked to happiness.
1036,Purple,Red,Yellow,Neutral,5,Neutral tones provide balance without strong mood influence.
1037,Orange,Beige,White,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1038,Green,White,Blue,Loving,8,"Soft colors like pink often evoke a warm, affectionate mood."
1039,Blue,Purple,Brown,Bold,9,"Strong contrasts create a bold, intense impression."
1040,Pink,Dark Blue,Beige,Happy,9,Bright colors like yellow are often linked to happiness.
1041,Silver,Light Blue,Dark Blue,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1042,Orange,Purple,Blue,Excited,8,"Warm, bright colors evoke excitement and enthusiasm."
1043,Grey,Purple,Black,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1044,Dark Blue,Red,Black,Relaxed,6,"Earthy tones often evoke a relaxed, natural feeling."
1045,Silver,Yellow,Green,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1046,Brown,Black,Red,Peaceful,7,Soft blues and silvers are calming and promote peace of mind.
1047,Yellow,Black,Orange,Energetic,7,Red is vibrant and associated with high energy.
1048,Brown,Silver,Beige,Neutral,5,Neutral tones provide balance without strong mood influence.
1049,Light Blue,Black,Silver,Luxurious,9,Dark purple with gold is associated with luxury and opulence.
1050,Dark Blue,Red,Light Blue,Calm,8,Cool colors promote calmness and relaxation.
